faa;name;lat;lon;alt;tz;dst;tzone
VAK;Chevak Airport;61,53380;-165,58400;  75; -9;A;America/Anchorage
VAY;South Jersey Regional Airport;39,94289; -74,84575;  53; -5;A;America/New_York
VBG;Vandenberg Afb;34,73733;-120,58431; 369; -8;A;America/Los_Angeles
VCT;Victoria Regional Airport;28,85260; -96,91850; 115; -6;A;America/Chicago
VCV;Southern California Logistics;34,59745;-117,38300;2885; -8;A;America/Los_Angeles
VDF;Tampa Executive Airport;28,01398; -82,34528;  22; -5;A;America/New_York
VDZ;Valdez Pioneer Fld;61,13395;-146,24834; 118; -9;A;America/Anchorage
VEE;Venetie Airport;67,00861;-146,36639; 574; -9;A;America/Anchorage
VEL;Vernal Regional Airport;40,44083;-109,51000;5278; -7;A;America/Denver
VGT;North Las Vegas Airport;36,21069;-115,19444;2205; -8;U;America/Los_Angeles
VIS;Visalia Municipal Airport;36,31861;-119,39278; 295; -8;A;America/Los_Angeles
VLD;Valdosta Regional Airport;30,78250; -83,27670; 203; -5;A;America/New_York
VNW;Van Wert County Airport;40,86383; -84,60636; 787; -5;A;America/New_York
VNY;Van Nuys;34,20981;-118,48997; 802; -8;A;America/Los_Angeles
VOK;Volk Fld;43,93896; -90,25343; 912; -6;A;America/Chicago
VPC;Cartersville Airport;34,12315; -84,84871; 759; -5;A;America/New_York
VPS;Eglin Afb;30,48325; -86,52540;  87; -6;A;America/Chicago
VRB;Vero Beach Muni;27,65556; -80,41794;  24; -5;A;America/New_York
VSF;Hartness State;43,34333; -72,51722; 577; -5;A;America/New_York
VYS;Illinois Valley Regional;41,35194; -89,15306; 654; -6;A;America/Chicago
W04;Ocean Shores Municipal;46,59950;-124,08540;  15; -8;A;America/Los_Angeles
W13;Eagle's Nest Airport;38,07694; -78,94417;1437; -5;A;America/New_York
WAA;Wales Airport;65,62250;-168,09500;  22; -9;A;America/Anchorage
WAL;Wallops Flight Facility;37,94019; -75,46639;  40; -5;A;America/New_York
WAS;All Airports;38,88944; -77,03528;  25; -5;A;America/New_York
WBB;Stebbins Airport;63,51583;-162,27806;  14; -9;A;America/Anchorage
WBQ;Beaver Airport;66,36222;-147,40667; 359; -9;A;America/Anchorage
WBU;Boulder Municipal;40,03944;-105,22583;5288; -7;A;America/Denver
WBW;Wilkes-Barre Wyoming Valley Airport;41,29731; -75,85224; 543; -5;A;America/New_York
WDR;Barrow County Airport;33,98286; -83,66742; 943; -5;A;America/New_York
WFB;Ketchikan harbor Seaplane Base;55,34444;-131,66333;   0; -9;A;America/Anchorage
WFK;Northern Aroostook Regional Airport;47,28556; -68,31278; 988; -5;A;America/New_York
WHD;Hyder Seaplane Base;55,90333;-130,00667;   0; -8;A;America/Vancouver
WHP;Whiteman Airport;34,25933;-118,41343;1003; -8;A;America/Los_Angeles
WIH;Wishram Amtrak Station;45,65760;-120,96640;   1; -8;A;America/Los_Angeles
WKK;Aleknagik Airport;59,28260;-158,61800;  66; -9;A;America/Anchorage
WKL;Waikoloa Heliport;19,91360;-155,86400; 109;-10;N;Pacific/Honolulu
WLK;Selawik Airport;66,60000;-159,98583;  17; -9;A;America/Anchorage
WMO;White Mountain Airport;64,68917;-163,41278; 267; -9;A;America/Anchorage
WRB;Robins Afb;32,64014; -83,59185; 294; -5;A;America/New_York
WRG;Wrangell Airport;56,48430;-132,37000;  44; -9;A;America/Anchorage
WRI;Mc Guire Afb;40,01556; -74,59167; 131; -5;A;America/New_York
WRL;Worland Municipal Airport;43,96570;-107,95100;4227; -7;A;America/Denver
WSD;Condron Aaf;32,34148;-106,40277;3934; -7;A;America/Denver
WSJ;San Juan - Uganik Seaplane Base;57,73028;-153,32056;   0; -9;A;America/Anchorage
WSN;South Naknek Airport;58,70222;-157,00250; 162; -9;A;America/Anchorage
WST;Westerly State Airport;41,34972; -71,80333;  81; -5;A;America/New_York
WSX;Westsound Seaplane Base;48,61778;-122,95278;   0; -8;A;America/Los_Angeles
WTK;Noatak Airport;67,56610;-162,97500;  88; -9;A;America/Anchorage
WTL;Tuntutuliak Airport;60,33528;-162,66694;  16; -9;A;America/Anchorage
WWD;Cape May Co;39,00851; -74,90828;  23; -5;A;America/New_York
WWP;North Whale Seaplane Base;56,11639;-133,12167;   0; -9;A;America/Anchorage
WWT;Newtok Airport;60,93917;-164,64111;  25; -9;U;America/Anchorage
WYS;Yellowstone Airport;44,68833;-111,11750;6644; -7;A;America/Denver
X01;Everglades Airpark;25,84886; -81,39028;   5; -5;U;America/New_York
X04;Apopka;28,70722; -81,58167; 143; -5;A;America/New_York
X07;Lake Wales Municipal Airport;27,89381; -81,62039; 127; -5;A;America/New_York
X21;Arthur Dunn Airpark;28,62255; -80,83541;  30; -5;A;America/New_York
X26;Sebastian Municipal;27,81325; -80,49558;  21; -5;A;America/New_York
X39;Tampa North Aero Park;28,22128; -82,37456;  68; -5;A;America/New_York
X49;South Lakeland Airport;27,93336; -82,04397; 110; -5;A;America/New_York
X59;Valkaria Municipal;27,96086; -80,55833;  26; -5;A;America/New_York
XFL;Flagler County Airport;29,28210; -81,12120;  33; -5;A;America/New_York
XNA;NW Arkansas Regional;36,28187; -94,30681;1287; -6;A;America/Chicago
XZK;Amherst Amtrak Station AMM;42,37500; -72,51139; 258; -5;A;America/New_York
Y51;Municipal Airport;43,57936; -90,89647;1292; -6;A;America/Chicago
Y72;Bloyer Field;43,97622; -90,48061; 966; -6;A;America/Chicago
YAK;Yakutat;59,30120;-139,39370;  33; -9;A;\N
YIP;Willow Run;42,23793; -83,53041; 716; -5;A;America/New_York
YKM;Yakima Air Terminal McAllister Field;46,56820;-120,54400;1095; -8;A;America/Los_Angeles
YKN;Chan Gurney;42,87110; -97,39690;1200; -6;A;America/Chicago
YNG;Youngstown Warren Rgnl;41,26074; -80,67910;1196; -5;A;America/New_York
YUM;Yuma Mcas Yuma Intl;32,65658;-114,60598; 216; -7;N;America/Phoenix
Z84;Clear;64,30120;-149,12014; 552; -9;A;America/Anchorage
ZBP;Penn Station;39,30722; -76,61556;  66; -5;A;America/New_York
ZFV;Philadelphia 30th St Station;39,95570; -75,18200;   0; -5;A;America/New_York
ZPH;Municipal Airport;28,22806; -82,15583;  90; -5;A;America/New_York
ZRA;Atlantic City Rail Terminal;39,36650; -74,44200;   8; -5;A;America/New_York
ZRD;Train Station;37,53430; -77,42945;  26; -5;A;America/New_York
ZRP;Newark Penn Station;40,73472; -74,16417;   0; -5;A;America/New_York
ZRT;Hartford Union Station;41,76888; -72,68150;   0; -5;A;America/New_York
ZRZ;New Carrollton Rail Station;38,94800; -76,87190;  39; -5;A;America/New_York
ZSF;Springfield Amtrak Station;42,10600; -72,59305;  65; -5;A;America/New_York
ZSY;Scottsdale Airport;33,62289;-111,91053;1519; -7;A;America/Phoenix
ZTF;Stamford Amtrak Station;41,04694; -73,54149;   0; -5;A;America/New_York
ZTY;Boston Back Bay Station;42,34780; -71,07500;  20; -5;A;America/New_York
ZUN;Black Rock;35,08323;-108,79178;6454; -7;A;America/Denver
ZVE;New Haven Rail Station;41,29867; -72,92599;   7; -5;A;America/New_York
ZWI;Wilmington Amtrak Station;39,73667; -75,55167;   0; -5;A;America/New_York
ZWU;Washington Union Station;38,89746; -77,00643;  76; -5;A;America/New_York
ZYP;Penn Station;40,75050; -73,99350;  35; -5;A;America/New_York
